"Order_No.","X.Time.from.Pickup.to.Arrival"
"Order_No_5036",1262.65589929403
"Order_No_15675",2326.56764799146
"Order_No_5672",1231.97225110192
"Order_No_4333",655.086747041446
"Order_No_20768",1158.99694916029
"Order_No_12336",1651.56413964505
"Order_No_12293",1355.66255481183
"Order_No_6103",1253.68925536728
"Order_No_25920",511.933564797041
"Order_No_2159",1584.82455269709
"Order_No_13215",938.183066271321
"Order_No_15620",1711.89000864856
"Order_No_27406",910.860569296704
"Order_No_3092",2840.38243201634
"Order_No_21088",876.774831243069
"Order_No_6448",1568.88083590359
"Order_No_23769",1427.33079406051
"Order_No_2640",1124.18772747846
"Order_No_19108",1770.69469627671
"Order_No_2796",1800.18827983539
"Order_No_16473",1249.98665946466
"Order_No_2754",1189.76836311821
"Order_No_2678",1443.73077979446
"Order_No_12053",1807.62258888285
"Order_No_17071",1228.10722903526
"Order_No_4656",1185.04437978604
"Order_No_27607",1860.59318924386
"Order_No_6709",1690.0472660534
"Order_No_25036",1209.17798026113
"Order_No_16694",930.001166844981
"Order_No_24366",2440.65057390504
"Order_No_9590",1692.10437262489
"Order_No_5658",1885.14638312169
"Order_No_13152",698.21795070414
"Order_No_27538",971.95838146736
"Order_No_2782",1218.42239038852
"Order_No_1311",893.884923177912
"Order_No_10249",2323.53289038005
"Order_No_2624",1942.16062700701
"Order_No_27601",1357.46841425384
"Order_No_4252",1524.90647377303
"Order_No_22149",1539.22834516499
"Order_No_2699",2542.17669907668
"Order_No_12371",1509.95956540729
"Order_No_14848",974.581406389028
"Order_No_10438",1426.28394364473
"Order_No_23513",1602.99793871389
"Order_No_9878",1231.06994204805
"Order_No_9218",1333.74028567923
"Order_No_28256",1471.88917186468
"Order_No_25676",989.22361403016
"Order_No_26922",1702.91673298206
"Order_No_7589",1121.54769291561
"Order_No_124",2232.79007386282
"Order_No_14779",1256.88185299225
"Order_No_26218",1250.74569641524
"Order_No_19977",1139.96720173317
"Order_No_14440",1337.85468690282
"Order_No_9561",1216.79124383667
"Order_No_9009",878.420534464444
"Order_No_20146",1948.64074707528
"Order_No_7718",1403.2126089468
"Order_No_16083",1225.95251765625
"Order_No_3126",1068.68044038221
"Order_No_801",770.362739879945
"Order_No_5373",1545.59892288123
"Order_No_7421",739.65259419083
"Order_No_602",2996.22954449257
"Order_No_9418",1478.84914662601
"Order_No_27144",1435.25969241013
"Order_No_16792",995.206480877125
"Order_No_21252",1529.43628826584
"Order_No_21129",1629.91676750381
"Order_No_18774",1702.49928587639
"Order_No_20974",1481.18626716926
"Order_No_5267",1109.95265949405
"Order_No_25107",1284.02039786372
"Order_No_611",2274.68739204281
"Order_No_13596",1793.1062304896
"Order_No_465",821.288301632992
"Order_No_2236",2242.7834517071
"Order_No_3411",817.311408624642
"Order_No_17613",1243.06332203694
"Order_No_27381",2084.25385280986
"Order_No_26072",1305.35756939822
"Order_No_19414",2309.04722345966
"Order_No_21954",2361.16634901356
"Order_No_22538",1755.61227561597
"Order_No_10756",1678.13604625594
"Order_No_23756",1593.53361235041
"Order_No_3807",2086.73247874319
"Order_No_18694",1423.7997898453
"Order_No_27245",1046.4321300173
"Order_No_12437",834.086962674709
"Order_No_27751",1295.1739207799
"Order_No_22832",1673.69932032288
"Order_No_3904",1317.36877129648
"Order_No_5230",1157.54103333776
"Order_No_13968",1065.58363611199
"Order_No_23129",833.905072882802
"Order_No_25454",1444.56568460927
"Order_No_25963",1442.95178936994
"Order_No_13552",1395.34404976687
"Order_No_2495",1364.60696103179
"Order_No_5081",1044.71849632661
"Order_No_2922",1223.19555621443
"Order_No_2016",1512.7293444705
"Order_No_1104",1492.58131421853
"Order_No_27980",1006.79888617608
"Order_No_26414",2137.71018394951
"Order_No_22882",2017.5408633401
"Order_No_18730",2176.09181071857
"Order_No_22573",1338.56331766007
"Order_No_3483",1221.04459821607
"Order_No_23613",1357.81660866133
"Order_No_13591",1653.84604528162
"Order_No_11271",1216.65882571908
"Order_No_26896",1468.29490640042
"Order_No_8184",1062.32742386259
"Order_No_19027",2629.5037805052
"Order_No_1146",1015.36895750282
"Order_No_192",1025.31252681292
"Order_No_14758",834.023583238554
"Order_No_23931",1075.33887503067
"Order_No_9924",2028.47153539601
"Order_No_21201",1385.84274516031
"Order_No_12726",969.718293645408
"Order_No_25899",851.950088129651
"Order_No_26621",1531.95032288755
"Order_No_17483",1429.89303508531
"Order_No_2943",2119.58423113188
"Order_No_6923",1437.30403390305
"Order_No_181",2074.12532059698
"Order_No_19543",1528.24153781861
"Order_No_11022",1752.34356677318
"Order_No_16940",1582.89299815975
"Order_No_22316",1259.37620690619
"Order_No_24662",1392.35880417401
"Order_No_7034",2547.65859288731
"Order_No_13090",1473.56060465098
"Order_No_761",861.380922488619
"Order_No_25720",1233.95514698544
"Order_No_12467",2014.32433618327
"Order_No_16527",735.547384614158
"Order_No_15886",1527.85744905798
"Order_No_14129",1061.04129435788
"Order_No_22079",3758.45929692181
"Order_No_9552",1420.44494972281
"Order_No_28093",878.464902221091
"Order_No_3167",1238.57744058476
"Order_No_18111",968.196823571821
"Order_No_10981",919.155427496148
"Order_No_17959",2617.21297125003
"Order_No_19855",886.615344089421
"Order_No_21278",1849.67786485148
"Order_No_5819",2002.73513799348
"Order_No_26651",1151.14399660799
"Order_No_6273",1101.32910535693
"Order_No_15656",1095.18763343707
"Order_No_22",2358.63314266007
"Order_No_17367",2880.06236128967
"Order_No_257",1387.11078410965
"Order_No_15175",2015.47300832576
"Order_No_546",2068.93175181052
"Order_No_20915",1075.12796817987
"Order_No_22885",1776.64130925267
"Order_No_4613",2909.2213541258
"Order_No_5473",1104.6009394734
"Order_No_4698",1000.66617194311
"Order_No_5638",1551.1558925055
"Order_No_20471",2653.19271427868
"Order_No_17954",1358.44992121745
"Order_No_14468",3105.99857667925
"Order_No_2968",1746.64901813422
"Order_No_24419",1222.6925124502
"Order_No_7674",2470.74410127558
"Order_No_26560",767.569492669763
"Order_No_15611",1359.81801600337
"Order_No_15085",2093.78934500125
"Order_No_1440",2101.74918071608
"Order_No_18237",1634.53810110089
"Order_No_8092",1628.37611886182
"Order_No_529",1689.86678062529
"Order_No_22717",1579.93766173998
"Order_No_3509",1331.06774960726
"Order_No_26201",1607.13576683253
"Order_No_20497",1181.57088574198
"Order_No_12558",1783.64113886131
"Order_No_23463",840.234637140519
"Order_No_18978",2480.23611404553
"Order_No_5508",1435.08192796439
"Order_No_11317",760.613156486747
"Order_No_13632",969.46702328384
"Order_No_3751",1642.04422180752
"Order_No_27592",2532.21996918556
"Order_No_25276",1916.19295203582
"Order_No_18188",1838.20648258712
"Order_No_27593",1562.16919763035
"Order_No_2022",1306.94002590114
"Order_No_4713",1051.34399031354
"Order_No_23001",1406.03407542834
"Order_No_9222",1872.79891059444
"Order_No_3417",1703.9937633277
"Order_No_3133",1085.32781476629
"Order_No_1571",1294.58659060727
"Order_No_14300",2051.96550657282
"Order_No_4825",1463.18397014291
"Order_No_26248",1397.3594587498
"Order_No_22868",1283.049880485
"Order_No_793",1224.78698025022
"Order_No_891",2319.10898091395
"Order_No_6505",1242.4183647654
"Order_No_12415",1453.0915190822
"Order_No_5850",1361.00334784996
"Order_No_12144",1344.66743960822
"Order_No_7476",1665.29873218715
"Order_No_20096",2341.83761054651
"Order_No_13743",1461.40435004178
"Order_No_4724",1628.62644114249
"Order_No_13814",1996.7853342855
"Order_No_15469",1615.42351906647
"Order_No_5324",1801.82777570766
"Order_No_11383",2495.2162887095
"Order_No_11795",1607.40355902006
"Order_No_28131",1592.37227322542
"Order_No_9343",1681.34434093372
"Order_No_14195",1270.47802093703
"Order_No_2454",1799.28785585698
"Order_No_26609",997.933764001159
"Order_No_28252",1638.06251222748
"Order_No_23205",2118.59917932062
"Order_No_9462",1697.47267273519
"Order_No_5007",2338.30037668996
"Order_No_19715",1266.43309739415
"Order_No_18543",1110.74785191386
"Order_No_4723",888.200171747039
"Order_No_8211",2413.44534858645
"Order_No_20360",1343.74840022763
"Order_No_24462",2567.97874444773
"Order_No_25386",1018.79222453195
"Order_No_26627",2453.5518184145
"Order_No_26824",1025.8357615127
"Order_No_16072",1678.22435881312
"Order_No_26274",2017.30379360753
"Order_No_24873",1809.56469971538
"Order_No_2196",1049.67768338202
"Order_No_6178",1651.51232059468
"Order_No_4860",1101.31776034766
"Order_No_15161",3095.78401979933
"Order_No_17712",1291.76299696113
"Order_No_19520",2224.97771685341
"Order_No_1723",1471.73564048654
"Order_No_8405",964.914247495531
"Order_No_15590",1324.49132302041
"Order_No_19280",2641.50471776955
"Order_No_19525",2024.62553534953
"Order_No_12356",1197.54809569339
"Order_No_22797",1643.46593988587
"Order_No_14572",1393.62707768135
"Order_No_24329",1415.37876402408
"Order_No_8204",1430.75446083001
"Order_No_24862",1391.4250103679
"Order_No_7993",1403.30259999241
"Order_No_25182",908.120857355582
"Order_No_26175",2360.22820914587
"Order_No_22936",1734.04970441622
"Order_No_9627",944.418292762128
"Order_No_21478",1284.67488283575
"Order_No_2713",1467.94547471965
"Order_No_12912",1085.02520891146
"Order_No_9733",1430.00919206407
"Order_No_27705",1454.60185699531
"Order_No_24072",1203.32249060417
"Order_No_6066",753.159752817899
"Order_No_23990",2400.05786052672
"Order_No_15876",1377.0604486772
"Order_No_9212",2252.75185632568
"Order_No_11773",2345.90371336881
"Order_No_17001",2467.24650435092
"Order_No_19824",1410.97060145927
"Order_No_7583",1872.62812062489
"Order_No_23644",1206.07522263991
"Order_No_27423",1817.42542110012
"Order_No_1309",1853.6743795877
"Order_No_5014",970.485816355613
"Order_No_27602",2631.20801393374
"Order_No_2683",1548.99829535311
"Order_No_16570",1015.33956102674
"Order_No_5495",1069.93929755786
"Order_No_11062",1541.48599622906
"Order_No_15357",911.48670544889
"Order_No_20901",1571.55210692618
"Order_No_3808",1609.39236210526
"Order_No_25818",2206.25619297057
"Order_No_3542",885.059437345315
"Order_No_22955",1540.8705740818
"Order_No_5028",2242.33608555033
"Order_No_13893",1919.43202972548
"Order_No_16106",1738.18108091494
"Order_No_7035",3067.29127180866
"Order_No_23600",1096.84010156295
"Order_No_10096",2254.80609333744
"Order_No_4422",1364.10625182835
"Order_No_10341",1818.62651448027
"Order_No_4605",1423.15659634278
"Order_No_25427",1088.03500258132
"Order_No_860",2209.55013197561
"Order_No_11938",811.361844185563
"Order_No_13777",1928.66593559991
"Order_No_19433",668.864648055165
"Order_No_7271",1754.28755592642
"Order_No_3128",1289.6466639677
"Order_No_24648",1881.26071729492
"Order_No_7965",1275.66214783032
"Order_No_23539",3170.13635442865
"Order_No_620",1674.382245808
"Order_No_16350",1346.96813696944
"Order_No_13676",1115.3060967962
"Order_No_20882",1149.15696774938
"Order_No_3166",2368.93855580663
"Order_No_3996",1221.29315170372
"Order_No_13507",928.88960792724
"Order_No_6049",1581.95109837021
"Order_No_11012",1636.0488770548
"Order_No_7826",1754.53696268168
"Order_No_11432",1777.69674811639
"Order_No_23548",1609.90559179548
"Order_No_7735",820.564267175357
"Order_No_2526",987.765684583683
"Order_No_2752",936.660130627941
"Order_No_9824",1574.33398271251
"Order_No_1993",2379.59514807617
"Order_No_715",1349.3693691183
"Order_No_287",1473.56546660552
"Order_No_13954",2103.77644891557
"Order_No_25369",986.301775638402
"Order_No_21794",1103.6513474619
"Order_No_23016",1761.64032187864
"Order_No_27703",1118.12559260364
"Order_No_22610",1821.34761828162
"Order_No_26104",1696.07206517885
"Order_No_9200",1298.12519363904
"Order_No_3963",882.882899337476
"Order_No_24998",1234.1175532957
"Order_No_24952",1864.54462028073
"Order_No_16235",2174.91981173702
"Order_No_15692",1167.72508282624
"Order_No_1732",974.10919269845
"Order_No_13963",1190.38280745048
"Order_No_25436",969.245473746963
"Order_No_12173",1346.35825465484
"Order_No_8096",1880.6490863875
"Order_No_16354",1985.59056451562
"Order_No_4998",1328.91132279478
"Order_No_19767",1215.92417992039
"Order_No_17583",1416.27810636517
"Order_No_20165",1586.721456621
"Order_No_27413",2390.35022074275
"Order_No_18577",1177.02874947414
"Order_No_27366",1026.75626689049
"Order_No_2182",1186.39878366273
"Order_No_23384",1659.62769610809
"Order_No_23544",1191.68529047127
"Order_No_25780",1683.42872341153
"Order_No_24473",1370.72652997955
"Order_No_1017",1731.6281279016
"Order_No_4219",1212.8845311735
"Order_No_26712",1642.66961046216
"Order_No_12769",1127.3824788181
"Order_No_23300",2351.26641787742
"Order_No_12204",1529.72484513407
"Order_No_15798",578.041373672054
"Order_No_22980",1218.17905583905
"Order_No_7451",915.057673562448
"Order_No_22233",1401.77654618458
"Order_No_21329",1353.4537476577
"Order_No_3821",1335.03422001382
"Order_No_15311",1300.23996023902
"Order_No_2634",983.983103653801
"Order_No_13267",1223.39981332414
"Order_No_18825",1812.36645668959
"Order_No_1226",1293.39467903438
"Order_No_23290",1389.05896429617
"Order_No_5187",1475.89123744446
"Order_No_24109",2852.81029560128
"Order_No_20780",817.636684068855
"Order_No_21195",1443.93504039296
"Order_No_20277",1107.54477888281
"Order_No_25197",755.857467579806
"Order_No_4300",833.861258042538
"Order_No_8640",2312.0775468037
"Order_No_7512",3212.40801716535
"Order_No_1820",2173.04662392914
"Order_No_18556",2253.86194199305
"Order_No_23927",2145.65378186992
"Order_No_8005",1463.2216444769
"Order_No_2549",1635.97085724588
"Order_No_27750",688.584944741148
"Order_No_24292",1036.78612085418
"Order_No_6218",2222.05121308904
"Order_No_26297",1155.44820963141
"Order_No_26382",1694.42650163684
"Order_No_2933",1220.98965815635
"Order_No_1643",3546.72810574608
"Order_No_1795",1457.99911084444
"Order_No_19055",1165.28785431474
"Order_No_16755",1791.14916458412
"Order_No_7552",1025.01608769099
"Order_No_954",1384.437893281
"Order_No_13396",881.23218314399
"Order_No_272",1037.31848876499
"Order_No_7526",1482.01142157254
"Order_No_7639",818.618788881054
"Order_No_362",1345.16857167795
"Order_No_11265",2037.86513606736
"Order_No_19991",1398.95813809153
"Order_No_2898",1682.73963519907
"Order_No_24041",1715.56960977255
"Order_No_9306",1536.39838490102
"Order_No_24256",2867.69451038909
"Order_No_3358",1252.05341426983
"Order_No_18458",1661.48201379682
"Order_No_24037",1000.31353506456
"Order_No_21745",1481.49031968255
"Order_No_24791",2029.66403805377
"Order_No_6329",865.081120753812
"Order_No_8694",1158.16202471822
"Order_No_27757",1273.7015559736
"Order_No_4758",1992.84605707877
"Order_No_14631",1839.23539391032
"Order_No_3434",1950.13578050663
"Order_No_13846",2653.46425680407
"Order_No_12622",1045.82230507834
"Order_No_9441",2609.31834544451
"Order_No_90",2554.8128457396
"Order_No_7946",2114.89338256464
"Order_No_1197",3132.30591374111
"Order_No_1201",2420.03369612631
"Order_No_23299",2167.35440366487
"Order_No_21272",1224.23141160972
"Order_No_23873",1534.81394614016
"Order_No_12427",1236.55557188279
"Order_No_22203",1261.8141063057
"Order_No_18445",1430.44542371851
"Order_No_26717",1427.8672424586
"Order_No_22256",975.51714778901
"Order_No_18400",2369.97778143357
"Order_No_9350",1241.23142567871
"Order_No_19162",1482.01890567276
"Order_No_14922",491.966925594838
"Order_No_2131",1372.81451924887
"Order_No_23408",1667.91200653465
"Order_No_2149",1505.81360457216
"Order_No_10310",2085.75187257616
"Order_No_8168",1571.6789690958
"Order_No_2601",933.497366065682
"Order_No_13698",3258.89871728334
"Order_No_26624",1527.97938870822
"Order_No_27107",1064.66307780421
"Order_No_5323",887.654663374305
"Order_No_22269",833.486569223598
"Order_No_21736",1251.54444180843
"Order_No_11521",1500.7202849865
"Order_No_22671",981.933507760612
"Order_No_7912",981.168323324874
"Order_No_5344",1101.41037713926
"Order_No_21928",1283.04840866264
"Order_No_7074",650.416885774646
"Order_No_13915",2098.18138744457
"Order_No_24101",1982.78413259109
"Order_No_18299",963.551745853697
"Order_No_15816",898.360822039431
"Order_No_24483",883.748057645835
"Order_No_20072",2044.71371502846
"Order_No_14156",1855.94362875028
"Order_No_18214",1009.55472699817
"Order_No_18224",2373.06268446991
"Order_No_11799",1191.3168055707
"Order_No_22357",1604.45281100177
"Order_No_25600",2699.25882789928
"Order_No_8407",992.160506032841
"Order_No_6064",1204.37428228548
"Order_No_6036",1712.07110135921
"Order_No_9128",1068.29682201741
"Order_No_1426",1457.72391162036
"Order_No_19831",1080.00850358389
"Order_No_28105",2258.18693055968
"Order_No_24585",2969.41000006073
"Order_No_23807",2036.18864856256
"Order_No_24697",1666.4501537353
"Order_No_19103",1416.25987824486
"Order_No_6192",2366.84853917127
"Order_No_24346",1715.41912851341
"Order_No_9862",1399.91344132183
"Order_No_24734",1576.73337450374
"Order_No_18189",869.112790879349
"Order_No_27172",3335.40109968488
"Order_No_14011",1334.36314546688
"Order_No_20671",2935.18226523525
"Order_No_17099",1269.08702063489
"Order_No_22897",1370.31582962653
"Order_No_22494",2686.69658046764
"Order_No_4077",1446.14559797904
"Order_No_21220",1292.83170069075
"Order_No_13220",1703.12761348686
"Order_No_19174",1721.72864218259
"Order_No_18713",957.188125192763
"Order_No_21298",865.557562015871
"Order_No_10814",1028.62083705857
"Order_No_23640",1225.26178427461
"Order_No_12642",1552.98976032595
"Order_No_14796",2712.78148086511
"Order_No_6235",1230.78902982654
"Order_No_17745",1487.14575291618
"Order_No_22977",2219.06743990189
"Order_No_13495",2293.81360892217
"Order_No_28033",835.494257506144
"Order_No_2273",1078.80359387014
"Order_No_22178",2073.9230481993
"Order_No_23625",2022.74627082125
"Order_No_10849",2262.47062672915
"Order_No_26443",1087.42372657726
"Order_No_20259",2520.55699889027
"Order_No_15020",1020.06208793567
"Order_No_20222",1838.24314417414
"Order_No_1227",863.6592189617
"Order_No_14684",1418.18065334722
"Order_No_7219",944.828185625743
"Order_No_23991",1657.02470235361
"Order_No_3544",1022.89071613137
"Order_No_12140",1668.03703273296
"Order_No_16428",1368.05813968164
"Order_No_24237",996.556187119504
"Order_No_20812",1207.42113555447
"Order_No_17969",1153.03195783824
"Order_No_7106",1598.62697047034
"Order_No_25181",1287.75488803614
"Order_No_20059",2248.43494409208
"Order_No_11464",1507.15072846264
"Order_No_19530",851.905611287276
"Order_No_7266",1503.49346127701
"Order_No_14776",1168.35743397567
"Order_No_8187",1854.19274704327
"Order_No_11058",639.005062999536
"Order_No_24929",2018.40640023035
"Order_No_14431",1129.25542164697
"Order_No_23643",1114.22646319306
"Order_No_5633",1534.23689373041
"Order_No_21622",1055.1198228637
"Order_No_1008",1257.37141695269
"Order_No_8970",1473.08495364658
"Order_No_16328",976.733846355008
"Order_No_5604",971.721211672288
"Order_No_23474",1178.04213786642
"Order_No_10688",1612.66602867025
"Order_No_18491",826.842741993633
"Order_No_20857",1202.20216118273
"Order_No_28176",1985.71455396506
"Order_No_13933",1214.40129722321
"Order_No_21397",1344.09543764582
"Order_No_27085",1091.53542548152
"Order_No_9860",1268.31976367902
"Order_No_19842",1663.97752139394
"Order_No_2690",1323.6811809425
"Order_No_13189",1307.21685022824
"Order_No_21567",1471.38329064849
"Order_No_26409",1175.2172956525
"Order_No_13863",3729.55835825039
"Order_No_4153",1234.94981000105
"Order_No_27691",1758.3993541663
"Order_No_11007",1513.46419042877
"Order_No_22244",1677.77142310972
"Order_No_1004",1413.54260310624
"Order_No_27383",1663.86502138134
"Order_No_2127",1717.24959874301
"Order_No_18020",2430.55402233425
"Order_No_8516",1945.27289211114
"Order_No_10405",1372.8027194124
"Order_No_1078",1418.2013326578
"Order_No_11513",1629.53311120064
"Order_No_12856",1632.60132407998
"Order_No_11810",743.840141237968
"Order_No_23272",1667.97101719919
"Order_No_20209",1139.32935071954
"Order_No_12748",1479.8631874305
"Order_No_12539",1299.30474240696
"Order_No_5529",1901.40367325496
"Order_No_2518",937.762471277827
"Order_No_21137",1049.19004640906
"Order_No_27969",1532.46551635291
"Order_No_23008",1193.81090364772
"Order_No_5583",1498.43286743298
"Order_No_4761",1356.08418373293
"Order_No_9669",1738.50597904921
"Order_No_24806",1191.63471034685
"Order_No_18985",1677.40309067187
"Order_No_12565",2577.74345943896
"Order_No_9560",1123.15426860897
"Order_No_18862",983.263882644219
"Order_No_4922",1390.48826067551
"Order_No_21441",1366.49332425529
"Order_No_9159",1403.89281541344
"Order_No_9022",2829.51446436034
"Order_No_27049",1521.03573016222
"Order_No_26486",1950.22190113924
"Order_No_4097",1122.35876753016
"Order_No_23139",898.713381269015
"Order_No_25363",1000.29216679371
"Order_No_26892",869.913628114948
"Order_No_3469",668.685229336094
"Order_No_23231",1316.57678144674
"Order_No_15424",2216.97426848256
"Order_No_19610",2425.27360499088
"Order_No_24926",434.481055190449
"Order_No_637",854.838954843602
"Order_No_27648",1203.20882528963
"Order_No_25227",2122.93299770361
"Order_No_9982",1441.98003391999
"Order_No_4345",2229.58442446093
"Order_No_8175",1054.04149589714
"Order_No_2570",1084.70455958621
"Order_No_3236",1980.33873524739
"Order_No_19276",1084.21355087197
"Order_No_3115",2131.8288561476
"Order_No_2920",2575.40759469186
"Order_No_25352",1560.08049975412
"Order_No_27839",906.719965411222
"Order_No_9256",1336.8001939321
"Order_No_482",1855.421956209
"Order_No_13576",839.514602355081
"Order_No_19782",1784.53137942558
"Order_No_22117",1459.63075923693
"Order_No_3924",1813.24197194005
"Order_No_16930",2195.55856679967
"Order_No_9752",1361.82451994255
"Order_No_18856",1244.02997844499
"Order_No_1465",1454.5325698677
"Order_No_2207",2009.38192748641
"Order_No_26647",626.455230047959
"Order_No_9598",2556.62153035849
"Order_No_6136",1437.67644011088
"Order_No_20868",2301.8702391083
"Order_No_11640",1341.61204480802
"Order_No_21036",1462.44625824881
"Order_No_9937",2699.75268606138
"Order_No_1938",1584.70406649851
"Order_No_14352",4294.87793334616
"Order_No_8111",1418.7401389485
"Order_No_1288",1933.30314875756
"Order_No_17199",2937.77615614172
"Order_No_24205",569.851205066108
"Order_No_15545",1813.9103516629
"Order_No_8149",1454.62078260632
"Order_No_10383",1556.90150785077
"Order_No_7098",1461.09224322375
"Order_No_13355",2615.19043044587
"Order_No_26792",941.481110310998
"Order_No_13673",2484.54712786637
"Order_No_19983",1358.82284247971
"Order_No_23886",1661.06115078483
"Order_No_17985",681.561984282662
"Order_No_13813",1117.55336591656
"Order_No_21233",1538.00220665972
"Order_No_40",835.49846871762
"Order_No_15654",1343.53922428042
"Order_No_24330",1090.23803766359
"Order_No_6840",1448.32107304142
"Order_No_19400",2075.21190345107
"Order_No_6424",1780.49234965811
"Order_No_0",1480.68624479695
"Order_No_1948",1651.37847451681
"Order_No_14959",1518.56822720913
"Order_No_15036",1120.83088321863
"Order_No_6783",1914.44694834625
"Order_No_19301",1276.21088542321
"Order_No_19236",1516.53584212973
"Order_No_20758",1073.83585152706
"Order_No_20276",1105.61750558531
"Order_No_23465",706.720811392575
"Order_No_23480",1407.67423266673
"Order_No_10219",1507.47244489165
"Order_No_23825",1253.62202017423
"Order_No_21537",1360.3021377635
"Order_No_14307",958.732349918221
"Order_No_12599",1168.42859150394
"Order_No_20086",1135.81665947864
"Order_No_16151",2024.45605812325
"Order_No_19898",1104.80009455601
"Order_No_5079",1090.68222039183
"Order_No_5214",1020.36168011323
"Order_No_2073",2862.78297870203
"Order_No_9998",1276.34591380446
"Order_No_7108",1678.48054782572
"Order_No_15679",1582.7732517682
"Order_No_24154",1460.28145815333
"Order_No_22713",891.297281344035
"Order_No_11668",1919.95182635183
"Order_No_4660",1337.74780565111
"Order_No_14109",1476.12673752451
"Order_No_25088",2033.38589296958
"Order_No_16572",1008.56140093305
"Order_No_10080",1130.96262405012
"Order_No_3932",1395.63849642803
"Order_No_18616",1440.17428505268
"Order_No_19394",2749.73271418719
"Order_No_16721",709.380232628789
"Order_No_24724",1660.00589384383
"Order_No_11295",1198.5516068455
"Order_No_9978",1725.83451962035
"Order_No_26105",922.537758062201
"Order_No_1112",1752.53462078138
"Order_No_18747",2405.55881028073
